Issued_Date,Permit__,Status,Designation,Project_Description,Permit_Type,Address,Valuation,Fees_Paid,Square_Feet,Finaled_Date,ObjectId
2023/04/20 05:00:00+00,2023-02-1305,Project Finaled / Closed,Commercial,"1ST TIME FINISH-OUT OF WAREHOUSE AREA (construction of new office space, some work in the warehouse area). **INCLUDES ALL MEP'S AND A MWF CO**",Alteration/Renovation,"5425 FAA BLVD, IRVING TX 75061","$1,500,000.00","$1,200.00",1500,2023/06/16 05:00:00+00,2480
2023/04/21 05:00:00+00,2023-02-885,Expired,Commercial,"Goodday Cafe - Storefront Sign Permit , Address : 2301 N. O’Connor RD Ste M, Irving TX 75062",Sign,"2301 N O’Connor Rd, M, Irving TX 75062","$2,000.00",$100.00,45,,2481
2023/04/21 05:00:00+00,2023-04-3207,Project Finaled / Closed,Commercial,Two (2) set of front lit channel letters and logo,Sign,"2511 W INTERSTATE HWY 635, Irving TX 75063","$2,500.00",$200.00,112.2,2023/07/03 05:00:00+00,2482
2023/04/21 05:00:00+00,2023-04-3183,Project Finaled / Closed,Commercial,Channel Letters El Hispano Beauty Salon,Sign,"1110 W PIONEER DR, IRVING TX 75061","$3,000.00",$150.00,60.96,2023/05/22 05:00:00+00,2483
2023/04/21 05:00:00+00,2023-04-3246,Project Finaled / Closed,Commercial,"Cut open hot water line near water heater, remove backflow preventer and reconnect hot water line",Plumbing Standalone,"8100 WALTON BLVD, IRVING TX 75063","$2,400.00",$65.00,17600,2023/05/10 05:00:00+00,2484
2023/04/21 05:00:00+00,2022-11-8427,Project Finaled / Closed,Commercial,"RETROFIT OF AN EXISTING ROOM TO ACCOMMODATE NEW CT SCANNING EQUIPMENT. MAJORITY OF SCOPE INCLUDES NEW WALLS, MECHANICAL OVERHEAD WORK, AND ELECTRICAL INFRASTRUCTURE.
(W/MEP'S, NO C/O)",Alteration/Renovation,"1901 N MACARTHUR BLVD, BSMT, IRVING TX 75061","$1,160,182.00","$1,200.00",1368,2023/09/21 05:00:00+00,2485
2023/04/21 05:00:00+00,2023-04-3000,Project Finaled / Closed,Commercial,"INTERIOR REMODEL TO SUITE #148 (WILL BE DECREASING IN SIZE)
****INCLUDES ALL MEP'S AND A MWF CO****",Alteration/Renovation,"7301 N STATE HIGHWAY 161, 148, IRVING TX 75063","$116,421.00","$1,200.00",1357,2023/06/13 05:00:00+00,2486
2023/04/21 05:00:00+00,2023-04-3017,Project Finaled / Closed,Commercial,"Installation of mop sink, 4 compartment steel sink with 2 faucet and water heater.
(W/PLBG, AND ELEC NO C/O)",Alteration/Renovation,"1230 N BELT LINE RD, IRVING TX 75061","$10,000.00",$182.00,196,2023/06/02 05:00:00+00,2487
2023/04/21 05:00:00+00,2023-04-3250,Project Finaled / Closed,Commercial,"Installing oncor provided 1,600 amp meter",Electrical Standalone,"9001 STERLING ST, 100A, IRVING TX 75063","$45,000.00",$140.00,200000,2023/10/31 05:00:00+00,2488
2023/04/21 05:00:00+00,2023-04-3251,Project Finaled / Closed,Commercial,Installing oncor provided 400 amp meter,Electrical Standalone,"9001 STERLING ST, 100B, IRVING TX 75063","$45,000.00",$140.00,200000,2023/10/31 05:00:00+00,2489
2023/04/21 05:00:00+00,2023-04-3264,Project Finaled / Closed,Commercial,Pole Lights,Electrical Standalone,"2000 E SHADY GROVE RD, IRVING TX 75060","$2,000.00",$0.00,1000,2023/06/06 05:00:00+00,2490
2023/04/21 05:00:00+00,2023-04-2525,Expired,Commercial,"NEW 8' X 235' FENCE, WR. IRON & CH LINK",Fence,"1007 N O'CONNOR RD,  TX ","$18,000.00",$0.00,0,,2491
2023/04/23 05:00:00+00,2023-04-3210,Project Finaled / Closed,Commercial,install wall sign,Sign,"2935 N BELT LINE RD, IRVING TX 75062","$1,000.00",$300.00,51,2023/06/26 05:00:00+00,2492
2023/04/24 05:00:00+00,2023-03-2070,Project Finaled / Closed,Commercial,INSTALLING RUSH TRUCKS ILLUMINATED WALL SIGN,Sign,"300 S LOOP 12, IRVING TX 75060",$800.00,$150.00,50,2023/06/01 05:00:00+00,2493
2023/04/24 05:00:00+00,2023-03-2071,Project Finaled / Closed,Commercial,INSTALLING PARTS AND SERVICE ILLUMINATED WALL SIGN,Sign,"300 S LOOP 12, IRVING TX 75060",$850.00,$100.00,26,2023/06/01 05:00:00+00,2494
2023/04/24 05:00:00+00,2023-04-3282,Expired,Commercial,SITE UTILITIES FO WITHIN 5' OF BLDG WATER 649' SEWER 649' STORM 4552,Plumbing Standalone,"401 w LAS COLINAS, IRVING TX ","$1,061,701.00",$810.00,0,,2495
2023/04/25 05:00:00+00,2023-03-2344,Expired,Commercial,"TWO @ 99.45SF WALL SIGNS
EIGHT @ 18SF WALL SIGNS
TWO @ 50SF REFACE MULTI-TENANT SIGNS",Sign,"1105 W SIXTH ST, IRVING TX 75060","$3,000.00","$1,200.00",72,,2496
2023/04/25 05:00:00+00,2023-04-3253,Project Finaled / Closed,Commercial,INSTALLING CUMMINS CABINET ILLUMINATED WALL SIGN,Sign,"300 S LOOP 12, IRVING TX 75060",$600.00,$100.00,9,2023/07/21 05:00:00+00,2497
2023/04/25 05:00:00+00,2023-04-3304,Project Finaled / Closed,Commercial,REPAIR/REPLACE SEWER LINE,Plumbing Standalone,"1220 ROCK ISLAND RD, IRVING TX 75060","$10,000.00",$65.00,1500,2023/04/28 05:00:00+00,2498
2023/04/25 05:00:00+00,2023-04-3324,Project Finaled / Closed,Commercial,CLEAN AND SHOW NO WORK DONE,Electrical Standalone,"312 W SECOND ST, IRVING TX 75060",$0.00,$65.00,0,2023/04/26 05:00:00+00,2499
2023/04/25 05:00:00+00,2023-04-3338,Project Finaled / Closed,Commercial,INSTALL NEW WALK IN COOLER,Mechanical Standalone,"1111 W AIRPORT FWY, 121, IRVING TX 75062","$15,000.00",$65.00,0,2023/06/30 05:00:00+00,2500
2023/04/25 05:00:00+00,2023-04-3092,Project Finaled / Closed,Commercial,"Buildout of IDF, DCIM, Vault & Fire Riser Rooms on ALL 3 FLOORS:
- DCIM 1425, Vaults 1426, 1112, & 1075, QTS IDFs 1212,1110,1503,1508,1604,& 1609 (all used to be part of 2022-06-4138)
- MMR B 2201, Riser 2202, QTS IDFs 2503 & 2508 (all used to be part of 2022-08-5339)
- Risers 3412 & 3710, QTS IDFs 3401,3704,3709, & 3301 (all used to be part of 2022-08-5338)
- Riser 3413, QTS IDFs 3201 & 3101 (all used to be part of 2022-07-4970)",Alteration/Renovation,"6351 Longhorn Dr, IRVING TX 75063","$1,850,000.00","$3,552.00",7400,2024/05/08 05:00:00+00,2501
2023/04/25 05:00:00+00,2023-03-2329,Project Finaled / Closed,Commercial,1ST TIME FINISH-OUT OF FACILITIES OFFICE.,Alteration/Renovation,"6351 LONGHORN DR, 1ST FLR, FACILITIES OFC, IRVING TX 75063","$300,000.00","$1,200.00",1712,2023/11/13 06:00:00+00,2502
2023/04/26 05:00:00+00,2023-04-2760,Expired,Commercial,Remodel (with elec and CO),Alteration/Renovation,"4324 N BELT LINE RD, 100, IRVING TX 75038","$45,000.00","$1,513.93",3154,,2503
2023/04/26 05:00:00+00,2023-02-1248,Project Finaled / Closed,Commercial,NEW DRIVEWAY ON THE LEFT SIDE OF THE BUILDING & NEW PARKING SPACES AT THE BACK OF THE BUILDING. **5/18/23 REVISON APPROVED - RE-DESIGNED CONCRETE/DRIVEWAY AT FRONT OF PROPERTY.**,Flatwork,"522 E UNION BOWER RD, IRVING TX 75061","$20,000.00",$150.00,4000,2023/06/26 05:00:00+00,2504
2023/04/26 05:00:00+00,2023-04-3353,Project Finaled / Closed,Commercial,"Replacing the old Water Heater with a new one. Replacing the Drain pan, water / drain lines and Platform as well and making sure it's up to code.",Plumbing Standalone,"3000 W PIONEER DR, IRVING TX 75061","$1,400.00",$65.00,2400,2023/04/27 05:00:00+00,2505
2023/04/26 05:00:00+00,2023-04-3167,Project Finaled / Closed,Commercial,Interior finish out,Alteration/Renovation,"400 E LAS COLINAS BLVD, 900, IRVING TX 75039","$205,575.00","$3,750.73",7814,2023/06/29 05:00:00+00,2506
2023/04/26 05:00:00+00,2023-04-2625,Project Finaled / Closed,Commercial,"Create 3 offices
(W/ELEC, NO C/O), NO PLUBG OR MECH WORK BEING DONE PER GC",Alteration/Renovation,"7501 ESTERS BLVD, 160, IRVING TX 75063","$12,000.00","$1,200.00",366,2023/06/07 05:00:00+00,2507
2023/04/26 05:00:00+00,2023-04-3387,Project Finaled / Closed,Commercial,"ELECTRICAL SITE  METER RELEASE. NEW BUILDING OWNERS ON EXISTING PROPERTY.

SERVICE RELEASE FOR HOUSE LIGHTS (THIS IS MULTI-TENANT BUILDING)",Electrical Standalone,"3341 REGENT BLVD, IRVING TX 75063",$200.00,$65.00,7600,2023/05/08 05:00:00+00,2508
2023/04/27 05:00:00+00,2023-04-3425,Project Finaled / Closed,Commercial,CHANGE DE ROOF AND THE DECKING,Roof,"3017 DUPREE ST, IRVING TX 75062","$5,000.00",$100.00,0,2023/05/11 05:00:00+00,2509
2023/04/27 05:00:00+00,2023-04-3441,Project Finaled / Closed,Commercial,"REPLACE ELECTRICAL SERVICE SWITCH BOARD 4,000 AMPS",Electrical Standalone,"5001 N MACARTHUR BLVD, BLDG N, IRVING TX 75038","$64,000.00",$65.00,0,2024/02/13 06:00:00+00,2510
2023/04/27 05:00:00+00,2023-04-3444,Expired,Commercial,"Replace existing doublecheck backflow with new - Located in Bldg 3135, Inside at Bay Door",Plumbing Standalone,"3131 N STATE HWY 161 SERVICE RD, IRVING TX 75062","$2,500.00",$65.00,0,,2511
2023/04/28 05:00:00+00,2022-09-6992,Project Finaled / Closed,Commercial,"REMODEL OF SPACE FOR LIQUOR STORE
(W/MEP'S AND CO)",Alteration/Renovation,"1428 N IRVING HEIGHTS DR, IRVING TX ","$38,000.00",$670.00,2036,2023/11/09 06:00:00+00,2512
2023/04/28 05:00:00+00,2023-04-3470,Expired,Commercial,Replace new unit for RTU #9,Mechanical Standalone,"3903 W AIRPORT FWY,  IRVING TX 75062","$31,389.88",$65.00,10000,,2513
2023/04/28 05:00:00+00,2023-04-3475,Project Finaled / Closed,Commercial,"17 steel piers, 22 tunneling, 23 sqft concrete pour,",Foundation Repair,"1115 KINWEST PKWY, 100, IRVING TX 75063","$21,836.38",$125.00,1705,2023/10/11 05:00:00+00,2514
2023/04/28 05:00:00+00,2023-04-3395,Expired,Commercial,Commercial Irrigation,Irrigation Permit,"1501 S Loop 12, Irving TX 75060","$26,383.00",$160.00,12000,,2515
2023/04/28 05:00:00+00,2023-04-3491,Expired,Commercial,REPLACE ENTRANCE SERVICE CABLE,Electrical Standalone,"5465 N MACARTHUR BLVD,  IRVING TX 75038","$8,000.00",$65.00,0,2023/06/02 05:00:00+00,2516
2023/04/28 05:00:00+00,2023-04-3457,Project Finaled / Closed,Commercial,Install 45 piers,Foundation Repair,"7475 LAS COLINAS BLVD, IRVING TX 75063","$61,125.00",$125.00,1000,2023/07/25 05:00:00+00,2517
2023/04/28 05:00:00+00,2023-04-3455,Project Finaled / Closed,Commercial,Lighting retrofit of pole lights,Electrical Standalone,"7640 N MACARTHUR BLVD, IRVING TX 75063","$140,470.68",$65.00,0,2023/06/16 05:00:00+00,2518
2023/04/03 05:00:00+00,2022-12-9600,Expired,Commercial,WALL REMODEL TO MAKE OPEN SPACE,Alteration/Renovation,"2615 W WALNUT HILL LN, IRVING TX 75038","$2,500.00","$1,200.00",250,,2519
2023/05/01 05:00:00+00,2023-04-2556,Expired,Commercial,Create storage room and lab from open area. (ELEC & PLBG),Alteration/Renovation,"6221 RIVERSIDE DR, 119, IRVING TX 75039","$47,000.00","$2,000.64",4168,,2520
2023/05/19 05:00:00+00,2023-05-4233,Expired,Commercial,BANNER 36 SQ FT (14 DAYS),Banner,"7979 N MACARTHUR BLVD, 120, IRVING TX 75063",$100.00,$50.00,36,,2521
2023/05/09 05:00:00+00,2023-05-3721,Expired,Commercial,fencing to be placed around pickle ball court to act as ball stop and wind break. Similar to a tennis court,Fence,"520 S Rogers RD, Irving TX 75060","$15,000.00",$0.00,0,,2522
2023/06/01 05:00:00+00,2023-06-4661,Project Finaled / Closed,Commercial,"DEMO INTERIOR OF RESTAURANT DUE TO FIRE DAMAGE, WALLS CEILING, FLOORS, APPLIANCES. (NO MEP'S) ****FOR INTERIOR DEMO ONLY****
  *FLAVORS INDIAN CAFE*",Demolition,"5459 N MACARTHUR BLVD,  IRVING TX 75038","$30,000.00",$130.00,0,2023/06/08 05:00:00+00,2523
2023/04/03 05:00:00+00,2023-04-2534,Expired,Commercial,ROOF REPLACEMENT,Roof,"1004 LANE ST, IRVING TX 75061","$12,000.00",$100.00,0,,2524
2023/05/02 05:00:00+00,2023-05-3586,Expired,Commercial,Preventative Maintenance of Electrical Gear,Electrical Standalone,"8500 FREEPORT PKWY, IRVING TX 75063","$15,000.00",$65.00,26000,,2525
2023/05/19 05:00:00+00,2023-05-3877,Project Finaled / Closed,Commercial,Install new illiminated 'Freeway Insurance' wall sign,Sign,"1221 W AIRPORT FWY, 109, IRVING TX 75062","$1,500.00",$100.00,21.3,2023/07/27 05:00:00+00,2526
2023/04/11 05:00:00+00,2023-02-919,Expired,Commercial,"Wall signs (Sign B2 72 & SIGN B2 48.2 & SIGN B2 48.1)
****SIGN B2 72 IS DENIED - SIGN ON RETAINING WALL *****",Sign,"4801 N Belt Line Rd, IRVING TX 75038","$5,000.00",$200.00,70,,2527
2023/05/02 05:00:00+00,2023-05-3591,Project Finaled / Closed,Commercial,REPLACEMENTS OF BACKFLOW DEVICE,Plumbing Standalone,"7880 BENT BRANCH DR, IRVING TX 75063","$3,000.00",$65.00,0,2023/05/08 05:00:00+00,2528
2023/05/09 05:00:00+00,2023-05-3735,Expired,Commercial,Install new cedar stained board on board screen fence with mansonry columns,Fence,"520 S Rogers RD, Irving TX 75060","$60,000.00",$0.00,0,,2529
2023/04/03 05:00:00+00,2023-03-2511,Expired,Commercial,"INDIA BAZAAR - LED ILLUMINATED CHANNEL LETTERS 5'7""X24"" MOUNTED ON WIREWAY.

CO:H1301-0093",Sign,"535 W AIRPORT FWY, 110, IRVING TX 75062","$3,500.00",$200.00,134,,2530
2023/05/19 05:00:00+00,2023-05-4257,Project Finaled / Closed,Commercial,replace RPZ in chiller area,Plumbing Standalone,"2700 REGENT BLVD, IRVING TX 75063","$4,600.00",$65.00,1000,2024/01/23 06:00:00+00,2531
2023/04/11 05:00:00+00,2023-04-2801,Project Finaled / Closed,Commercial,"Foundation repair installing 33 steel piers
****RECEIVED FINAL ENGINEER REPORT****",Foundation Repair,"4030 N BELT LINE RD, IRVING TX 75038","$29,172.00",$125.00,1450,2023/05/19 05:00:00+00,2532
2023/06/01 05:00:00+00,2023-02-1183,Permit Issued,Commercial,"Installation of a 225.12kW solar PV system. Consisting of (2) 3-string inverters, 464 PV modules, roof mounted arrays, and corresponding electrical metering and safety equipment.",Photovoltaic,"2300 TEXAS DR, IRVING TX 75062","$468,250.00","$4,800.00",0,,2533
2023/04/11 05:00:00+00,2023-04-2765,Project Finaled / Closed,Commercial,REPLACEMENT OF SIGN FACES,Sign,"1202 N BELT LINE RD, IRVING TX 75061","$3,000.00",$50.00,45,2023/05/23 05:00:00+00,2534
2023/05/02 05:00:00+00,2023-04-2863,Project Finaled / Closed,Commercial,Expanding existing suite #290 by 250 Square feet. Square footage to be from adjacent vacant space. (INCLUDES A C/O since SF changed & elec),Alteration/Renovation,"5525 N MACARTHUR BLVD, 290, IRVING TX 75038","$23,238.00","$1,200.00",250,2023/06/27 05:00:00+00,2535
2023/05/09 05:00:00+00,2023-05-3811,Project Finaled / Closed,Commercial,Repair 2 spots repairs of gas in k area by 2 stoves above ceiling,Plumbing Standalone,"3401 N BELT LINE RD, IRVING TX 75062","$8,300.00",$65.00,2,2023/05/12 05:00:00+00,2536
2023/04/03 05:00:00+00,2023-04-2545,Expired,Commercial,install one 50 gallon electric water heater in garage,Plumbing Standalone,"200 SUPREME CT, IRVING TX 75061","$1,849.89",$65.00,1744,,2537
2023/06/01 05:00:00+00,2023-03-2022,Expired,Commercial,"REMODEL TO KITCHEN AREA & REPAIRS DUE TO WATER DAMAGE (INCLUDES DRYWALL, FRP, NEW COUNTERS, REARRANGED KITCHEN AREAS, ETC.) **INCLUDES ALL MEP'S AND MWF CO**",Alteration/Renovation,"1427 W SHADY GROVE RD, IRVING TX 75060","$18,000.00","$1,325.00",665,,2538
2023/05/02 05:00:00+00,2023-04-3120,Expired,Commercial,"Installing an internal illuminated face lit channel letters
***SIGNS A, B, C & D***",Sign,"3080 Ranch Trl, Irving TX 75063","$1,500.00",$400.00,32.84,,2539
2023/04/11 05:00:00+00,2023-03-2365,Project Finaled / Closed,Commercial,Interior Finish out,Alteration/Renovation,"1425 GREENWAY DR, 625, IRVING TX 75038","$47,895.00","$1,430.88",2981,2023/06/02 05:00:00+00,2540
2023/05/19 05:00:00+00,2023-05-4010,Project Finaled / Closed,Commercial,"BUILD NEW DEMISING WALL. SPLIT LIGHTING, FINISH OUT.
(W/ELEC AND C/O)",Alteration/Renovation,"300 E ROYAL LN, 250, IRVING TX 75039","$11,960.00","$1,200.00",1102,2023/06/02 05:00:00+00,2541
2023/05/09 05:00:00+00,2023-03-2004,Project Finaled / Closed,Commercial,"Add additional square footage (6,166 sf) to existing space (12,793sf) with existing CO.  New total sf is 18, 959. Space 1300 is expanding into adjacent space (interior to the building) - alteration inside the building.  INCLUDES A NEW CO & MEP'S.",Alteration/Renovation,"5221 N O'CONNOR BLVD, 1300, IRVING TX 75039","$457,000.00","$3,014.68",6166,2023/09/08 05:00:00+00,2542
2023/05/02 05:00:00+00,2023-05-3595,Project Finaled / Closed,Commercial,"Install a new 200a meter, 200a disconnect, and a 200a panel for entrance gates. Install 4 new 20a 120v circuits for the 4 gate motors.",Electrical Standalone,"4601 N STATE HIGHWAY 161, IRVING TX 75038","$15,000.00",$65.00,0,2023/06/19 05:00:00+00,2543
2023/04/03 05:00:00+00,2023-04-2548,Project Finaled / Closed,Commercial,Removed Lights.,Electrical Standalone,"320 W LAS COLINAS BLVD, IRVING TX 75039",$500.00,$65.00,0,2023/04/06 05:00:00+00,2544
2023/05/10 05:00:00+00,2023-05-3856,Project Finaled / Closed,Commercial,"ONSITE UTILITIES
STORM - 816LF
SANITARY SEWER - 325LF
WATER - 336LF 
WATER SERVICE  LINE - 686LF",Plumbing Standalone,"7400 N STATE HIGHWAY 161, IRVING TX ","$253,170.00",$516.30,0,2023/08/28 05:00:00+00,2545
2023/05/19 05:00:00+00,2023-05-4248,Project Finaled / Closed,Commercial,"TOTAL SQUARE FOOTAGE IS 64SQ FEET FOR X2 DIBOND SIGNS (NOT SURE IF I NEED TWO PERMITS OR JUST THE ONE SO PLEASE ADVISE) .  THERE'S TWO TENANTS IN THIS SUITE, DIVERSIFIED MAINTENANCE AND ENVIRONMENTAL SERVICE SYSTEMS LLC.  ONE SIGN FOR EACH COMPANY AND EACH SIGN IS 32SQ FT .  WILL NOT BE INSTALLED SIDE BY SIDE BUT ONE ON BUILDING ABOVE ONE HALF OF THE SUITE AND VICE VERSA.  PLEASE LET ME KNOW WHAT I NEED TO DO IN THIS SITUATION OR IF THIS ONE PERMIT IS CORRECT FOR THE ONE SUITE... ETC ETC",Sign,"7801 Mesquite Bend Dr, 103A, iRVING TX 75063","$2,500.00",$200.00,64,2023/06/15 05:00:00+00,2546
2023/06/01 05:00:00+00,2023-06-4667,Project Finaled / Closed,Commercial,"6"" 98' SEWER LINE INSTALLATION",Plumbing Standalone,"525 N LOOP 12, IRVING TX ","$8,000.00",$84.80,0,2023/06/21 05:00:00+00,2547
2023/05/02 05:00:00+00,2023-05-3550,Project Finaled / Closed,Commercial,CLEAN & SHOW,Electrical Standalone,"8356 STERLING ST, IRVING TX 75063",$0.00,$65.00,0,2023/05/05 05:00:00+00,2548
2023/05/10 05:00:00+00,2023-05-3886,Expired,Commercial,LAWN SPRINKLER,Irrigation Permit,"771 W JOHN W CAPENTER, IRVING TX ","$12,000.00",$160.00,0,,2549
2023/05/22 05:00:00+00,2023-04-3148,Project Finaled / Closed,Commercial,"INTERIOR REMODEL (PARTIAL DEMOLITION, NEW WALLS/PARTITIONS, PARTIAL LIGHT FIXTURES & FINISHES).  **INCLUDES ELECTRICAL & MECHANICAL WORK; NO CO AS IT IS AN EXISTING TENANT**",Alteration/Renovation,"3660 N BELT LINE RD, IRVING TX 75062","$150,000.00","$2,016.00",4200,2023/09/27 05:00:00+00,2550
2023/05/02 05:00:00+00,2023-05-3602,Withdrawn,Commercial,Irrigation system. We have a permit 2023-02-957 for this property. We found out that the second permit is needed for building B. This is an application for the second permit on the same project.,Irrigation Permit,"4455 Regend Blvd, Irving TX 75063","$3,000.00",$160.00,1000,,2551
2023/04/03 05:00:00+00,2023-04-2553,Expired,Commercial,banner 30x96 04/14/2023-04/27/2023,Banner,"600 W PIONEER DR, IRVING TX 75061",$100.00,$0.00,0,,2552
2023/06/01 05:00:00+00,2023-06-4673,Expired,Commercial,"Electrical repairs (install plugs, switches on IT room)",Electrical Standalone,"600 E LAS COLINAS BLVD, 1700, IRVING TX 75039","$2,000.00",$65.00,2096,,2553
2023/04/11 05:00:00+00,2023-04-2639,Project Finaled / Closed,Commercial,"COMBINED 2023-04-2641, 2023-04-2643, 2023-04-2644 & 2023-04-2646 ONTO 2023-04-2639",Sign,"1820 MARKET PLACE BLVD, IRVING TX 75063","$3,600.00",$700.00,0,2023/06/29 05:00:00+00,2554
2023/05/22 05:00:00+00,2023-05-4055,Project Finaled / Closed,Commercial,"(4) new bathrooms, new lights in warehouse, remodel office.
(W/MEP'S, NO C/O)",Alteration/Renovation,"9001 STERLING ST, 100, IRVING TX 75063","$397,793.63","$4,410.73",9189,2023/09/26 05:00:00+00,2555
2023/05/10 05:00:00+00,2023-05-3894,Expired,Commercial,pipe and wire in 4 oil tanks 1 fuel tank and 2 fuel dispensers. Also wire in control cabinets for oil pumps.,Electrical Standalone,"3131 N STATE HWY 161 SERVICE RD, IRVING TX 75062","$15,000.00",$65.00,1000,,2556
2023/06/01 05:00:00+00,2023-05-4617,Project Finaled / Closed,Commercial,LED Channel BOx,Sign,"717 E IRVING BLVD, 120, IRVING TX 75060","$1,500.00",$150.00,76,2023/07/12 05:00:00+00,2557
2023/05/02 05:00:00+00,2023-05-3606,Project Finaled / Closed,Commercial,"New Scoreboard Installation.  Electrical work consists of installation of new panel
Total Square Footage: 26' x 36' Video Board Display, 4' x 36' Scoreboard, and 6' x 36' Speaker Cabinet (Total Board 36' x 36' inside existing structure)",Sign,"707 Edmondson Dr, Irving TX 75060","$20,000.00",$0.00,0,2023/08/02 05:00:00+00,2558
2023/04/11 05:00:00+00,2023-04-2824,Expired,Commercial,"We will be running power feeders for 12 Rpp's in 1 different data hall, DH1.7, from RPP's we will run branch circuits over to data cabinets, as well as running 4"" emt for fiber data pulls.",Electrical Standalone,"6431 LONGHORN DR, IRVING TX 75063","$80,000.00",$65.00,2000,,2559
